date,neg,neu,pos,compound
2011-12-26,0.1585,0.7767999999999999,0.06480000000000001,-0.35517
2011-12-27,0.0854,0.8261,0.0886,0.08842
2011-12-28,0.10550000000000001,0.8434000000000001,0.0509,-0.19519000000000003
2011-12-29,0.1665,0.8114000000000001,0.022,-0.33618000000000003
2011-12-30,0.1082,0.8353999999999999,0.056400000000000006,-0.14701
2011-12-31,0.10269999999999999,0.7968,0.1006,0.036489999999999995
2012-01-01,0.2138,0.7260999999999999,0.0602,-0.39026
2012-01-02,0.1746,0.7649999999999999,0.06040000000000001,-0.2518000000000001
2012-01-03,0.1673,0.7718,0.060899999999999996,-0.25665999999999994
2012-01-04,0.1393,0.8386000000000001,0.0221,-0.19342
2012-01-05,0.22879999999999998,0.7164000000000001,0.0548,-0.43864000000000003
2012-01-06,0.1343,0.8206,0.045,-0.23281000000000002
2012-01-07,0.1825,0.7515000000000001,0.06609999999999999,-0.19484999999999997
2012-01-08,0.1756,0.7762,0.048,-0.28807
2012-01-09,0.1574,0.7175,0.1251,-0.03606999999999999
2012-01-10,0.20859999999999998,0.7528,0.0386,-0.5103000000000001
2012-01-11,0.04340000000000001,0.8943000000000001,0.0623,0.027020000000000006
2012-01-12,0.13279999999999997,0.8032,0.064,-0.14211000000000001
2012-01-13,0.10069999999999998,0.8331,0.0663,-0.07777999999999999
2012-01-14,0.10740000000000001,0.7642,0.12840000000000001,-0.06382000000000002
2012-01-15,0.14689999999999998,0.6936,0.1597,0.0037000000000000145
2012-01-16,0.1748,0.7674,0.05789999999999999,-0.24145000000000003
2012-01-17,0.1257,0.8187,0.055799999999999995,-0.12339
2012-01-18,0.10919999999999999,0.8409000000000001,0.0499,-0.1329
2012-01-19,0.1953,0.7734000000000001,0.0313,-0.26544999999999996
2012-01-20,0.1922,0.7172,0.0905,-0.16243
2012-01-21,0.1203,0.8382,0.041499999999999995,-0.32833999999999997
2012-01-22,0.16970000000000002,0.7623999999999999,0.068,-0.15435
2012-01-23,0.1449,0.8024999999999999,0.052700000000000004,-0.16801
2012-01-24,0.1567,0.7626000000000001,0.08080000000000001,-0.28425999999999996
2012-01-25,0.0656,0.8264000000000001,0.10800000000000001,-0.006679999999999997
2012-01-26,0.1156,0.8085999999999999,0.07560000000000001,-0.20396
2012-01-27,0.0823,0.8319000000000001,0.08580000000000002,-0.0021399999999999974
2012-01-28,0.0431,0.8827999999999999,0.0741,-0.05449
2012-01-29,0.1002,0.8952,0.0046,-0.21791999999999997
2012-01-30,0.12719999999999998,0.8560000000000001,0.016900000000000002,-0.35642
2012-01-31,0.10650000000000001,0.8447000000000001,0.048799999999999996,-0.12327999999999999
2012-02-01,0.1549,0.8089999999999999,0.0361,-0.37488
2012-02-02,0.1123,0.7668999999999999,0.12080000000000002,-0.14465999999999996
2012-02-03,0.10830000000000002,0.7765,0.11520000000000001,-0.07286
2012-02-04,0.10939999999999998,0.7851999999999999,0.10540000000000001,0.04691000000000001
2012-02-05,0.3034,0.6304,0.0663,-0.4859
2012-02-06,0.0514,0.8375,0.1111,0.13706
2012-02-07,0.2379,0.7501,0.012,-0.5301899999999999
2012-02-08,0.0506,0.9025000000000001,0.0468,0.05303
2012-02-09,0.18309999999999998,0.7787000000000001,0.0381,-0.33715
2012-02-10,0.10979999999999998,0.8625,0.027700000000000002,-0.19873999999999997
2012-02-11,0.12730000000000002,0.8033999999999999,0.06939999999999999,-0.17263999999999996
2012-02-12,0.17350000000000002,0.7769,0.0496,-0.26982999999999996
2012-02-13,0.1131,0.8333999999999999,0.053500000000000006,-0.08797000000000002
2012-02-14,0.2096,0.7523000000000001,0.0381,-0.38255999999999996
2012-02-15,0.0885,0.8593999999999999,0.0521,-0.1554
2012-02-16,0.1089,0.884,0.0070999999999999995,-0.25328
2012-02-17,0.1661,0.7752,0.058699999999999995,-0.17640000000000003
2012-02-18,0.1117,0.8375999999999999,0.0506,-0.17173
2012-02-19,0.1647,0.787,0.048299999999999996,-0.26616
2012-02-20,0.13649999999999998,0.793,0.07039999999999999,-0.06493
2012-02-21,0.1442,0.7994000000000001,0.056299999999999996,-0.26188
2012-02-22,0.1562,0.7823,0.0615,-0.10497000000000001
2012-02-23,0.17329999999999998,0.7878,0.03899999999999999,-0.4226
2012-02-24,0.187,0.7792999999999999,0.0336,-0.21518999999999994
2012-02-25,0.1487,0.7462,0.1052,-0.18005999999999997
2012-02-26,0.1379,0.8502000000000001,0.011899999999999999,-0.32188
2012-02-27,0.1058,0.7893,0.1048,-0.030409999999999993
2012-02-28,0.1537,0.7288000000000001,0.11750000000000001,-0.02298999999999999
2012-02-29,0.10350000000000001,0.8065,0.0901,-0.10688999999999997
2012-03-01,0.14579999999999999,0.7659,0.0883,-0.20037000000000002
2012-03-02,0.1738,0.8095000000000001,0.0167,-0.45434
2012-03-03,0.11240000000000001,0.8617999999999999,0.0258,-0.13884000000000002
2012-03-04,0.1058,0.7715000000000001,0.12269999999999999,0.018950000000000005
2012-03-05,0.06960000000000001,0.8737999999999999,0.05669999999999999,-0.07107000000000001
2012-03-06,0.1968,0.76,0.0431,-0.26318
2012-03-07,0.1489,0.8209,0.030199999999999998,-0.3659
2012-03-08,0.0445,0.8067,0.1488,0.16953000000000001
2012-03-09,0.2512,0.7314,0.0174,-0.44114
2012-03-10,0.1313,0.8337,0.034999999999999996,-0.25826
2012-03-11,0.17140000000000002,0.7644,0.0641,-0.21412
2012-03-12,0.1265,0.8437999999999999,0.029800000000000004,-0.15467
2012-03-13,0.2615,0.683,0.055499999999999994,-0.38408000000000003
2012-03-14,0.1512,0.7715000000000001,0.0774,-0.23308999999999996
2012-03-15,0.0469,0.8963000000000001,0.0568,0.05629000000000001
2012-03-16,0.1526,0.7988000000000001,0.0487,-0.15598
2012-03-17,0.2213,0.7643,0.0144,-0.44105
2012-03-18,0.08009999999999999,0.899,0.0209,-0.20318999999999998
2012-03-19,0.1217,0.8385999999999999,0.0396,-0.22835999999999998
2012-03-20,0.1186,0.7922,0.08940000000000001,-0.07595
2012-03-21,0.12390000000000001,0.8696999999999999,0.0064,-0.20021999999999998
2012-03-22,0.1288,0.8574000000000002,0.013800000000000002,-0.20518
2012-03-23,0.1407,0.7938000000000001,0.0655,-0.12862
2012-03-24,0.17640000000000003,0.7698,0.05389999999999999,-0.38963000000000003
2012-03-25,0.18239999999999998,0.7677,0.0499,-0.21356999999999998
2012-03-26,0.199,0.7777000000000001,0.023200000000000002,-0.29957
2012-03-27,0.08410000000000001,0.8460999999999999,0.0698,-0.07050999999999999
2012-03-28,0.21710000000000002,0.7282,0.0548,-0.32033999999999996
2012-03-29,0.1918,0.7666999999999999,0.0414,-0.34669000000000005
2012-03-30,0.1432,0.7986,0.0583,-0.22225
2012-03-31,0.10979999999999998,0.8635999999999999,0.026500000000000003,-0.20493000000000006
2012-04-01,0.0708,0.8797999999999998,0.0495,-0.006369999999999992
2012-04-02,0.1032,0.8310000000000001,0.06570000000000001,-0.14161
2012-04-03,0.0962,0.8524,0.0512,-0.16343999999999997
2012-04-04,0.2244,0.7384999999999999,0.0369,-0.43461999999999995
2012-04-05,0.15259999999999999,0.7545,0.09290000000000001,-0.055279999999999996
2012-04-06,0.09759999999999999,0.8766,0.0258,-0.08033000000000001
2012-04-07,0.1578,0.7943,0.048,-0.29933
2012-04-08,0.13169999999999998,0.8160999999999999,0.05229999999999999,-0.10041
2012-04-09,0.24619999999999997,0.7075000000000001,0.0462,-0.43986999999999987
2012-04-10,0.059899999999999995,0.8137000000000001,0.1263,0.07127999999999998
2012-04-11,0.14179999999999998,0.7953,0.0628,-0.18794
2012-04-12,0.1517,0.8483,0.0,-0.2945
2012-04-13,0.23689999999999997,0.7,0.0632,-0.3035900000000001
2012-04-14,0.1505,0.7414000000000001,0.10810000000000002,-0.16935000000000006
2012-04-15,0.1544,0.783,0.0625,-0.19304
2012-04-16,0.22400000000000003,0.7120999999999998,0.064,-0.41317000000000004
2012-04-17,0.167,0.7614000000000001,0.0716,-0.17912
2012-04-18,0.1353,0.8329000000000001,0.0317,-0.28264999999999996
2012-04-19,0.22060000000000005,0.7538,0.0256,-0.43395
2012-04-20,0.09780000000000001,0.8309999999999998,0.0712,-0.07226000000000003
2012-04-21,0.16670000000000001,0.7506,0.08259999999999999,-0.13826
2012-04-22,0.1982,0.7521000000000001,0.0496,-0.38248999999999994
2012-04-23,0.1776,0.775,0.047299999999999995,-0.38409000000000004
2012-04-24,0.2015,0.7481,0.0503,-0.25917
2012-04-25,0.26280000000000003,0.6936000000000002,0.0434,-0.49783
2012-04-26,0.1571,0.7910999999999999,0.0518,-0.30105000000000004
2012-04-27,0.1248,0.7727,0.10250000000000001,-0.12435000000000004
2012-04-28,0.1937,0.7576,0.0488,-0.40837
2012-04-29,0.1275,0.7817000000000001,0.09090000000000001,-0.03661000000000001
2012-04-30,0.1507,0.7750999999999999,0.0743,-0.14659
2012-05-01,0.1918,0.7758,0.032499999999999994,-0.24392
2012-05-02,0.1517,0.8094999999999999,0.0387,-0.3093
2012-05-03,0.18929999999999997,0.6819999999999999,0.1287,-0.10457000000000001
2012-05-04,0.12179999999999999,0.782,0.09630000000000001,-0.03973
2012-05-05,0.1544,0.7899999999999999,0.055600000000000004,-0.18418
2012-05-06,0.1893,0.7565999999999999,0.0539,-0.29922000000000004
2012-05-07,0.148,0.8122,0.0397,-0.2835
2012-05-08,0.1768,0.7543,0.0689,-0.30847
